medical_behavior,cb_code,cb_name,cb_desc,consumer_info,main_cpt_code,simple_complex,cb_category,main_facility,health_category_name,icd9,icd10
M,EI004,Hearing Loss - Adult,"Presbycusis is the slow loss of hearing that can occur as we get older; it is also known as age-related hearing loss.  We hear things when the vibrations from sound waves reach the tiny hairs on the structures in our inner ear.  The tiny hairs transmit the information to the brain, which results in our hearing sounds.  Different sounds produce different vibrations; this may explain the difference in how we hear them.  
> When the tiny hairs become damaged or destroyed, a person�s hearing is decreased, because the signals are not being properly sent to the brain.","If you believe you have hearing loss, you should see your healthcare provider.
> Before your appointment, make a list of your medical history, including past illnesses, surgeries and hospitalizations; your medications (including over-the-counter); and any questions or concerns you want to discuss.  It would be helpful to include any of your jobs or recreational activities that involved repetitive exposure to loud noises.
> During your appointment, ask about your overall health, what symptoms you might have, when you may start to see improvement; what the follow-up plans are, if any; and what symptoms you should report before your next appointment.  If you are a smoker, asking about smoking cessation programs in your area.  
> After your appointment, you should know your diagnosis, what tests you might need, the reason for those tests, and if the test results will change your treatment plan.  You should also understand your treatment plan, any possible alternatives, and what medications are recommended (including possible side effects). 
> Ask if you should be seen by a hearing specialist called an audiologist.
> If your healthcare provider wants you to take a medication, ask if an over-the-counter product is right for you.
> If your healthcare provider prescribes a medication for you, ask for a generic version. If your doctor thinks that a generic version is not right for you, ask for a medication on the lowest available tier of your Prescription Drug List (PDL).
> Some types of hearing loss can be caused by a problem that can be treated with surgery. Ask if that is a possibility in your case.",99213,Simple,Office,Clinic,"Ear, Nose and Throat",389.1,H90.5
M,EK001,Electrocardiogram - EKG,"An electrocardiogram measures your heart's activity. It is also known as an EKG or ECG.
> An EKG provides information about your heart's rate, rhythm, and coronary artery blockage (a heart attack).
> A complete EKG includes the test, the doctor's interpretation, and the written report.","> Before your test, make a list of your questions, concerns, symptoms and medications (including over-the-counter); verify which medications you should take the day of the test. 
> After your EKG, you should know if there are any immediate concerns and what symptoms you should report to your healthcare provider.  You should also understand all home care instructions (including medications and side effects) and follow-up plans. 
",93000,Simple,Office,Clinic,Heart and Circulation,,
M,EK002,Electroencephalogram - EEG,"An electroencephalogram is a recording of the electrical activity of your brain, often done to evaluate seizure activity and its response to treatment.  It is also known as an EEG.
> The cells in the brain use tiny electrical impulses to communicate or �talk� with each other.  During an EEG, this electrical activity is measured by a machine. The activity appears as different types of waveforms on a computer screen.  (In the past, the waveforms were printed on paper for evaluation.)
> By documenting the various waveforms, an EEG can provide information about conditions in your brain, such as seizure activity.  
> A complete EEG includes the test, the doctor's interpretation, and the written report.","What should I ask my healthcare provider before having this test?
> Before your test, make a list of your questions, concerns, symptoms and medications (including over-the-counter); verify which medications you should take the day of the test. 
> Is there any other special preparation for the test?  (If so, get clear instructions on what you need to do.)  
> What is the reason for the test?  Are the test results likely to change my treatment plan, and if not, do I need the test?
> What conditions or circumstances can alter the test results?  Under what circumstances will I need to have the test repeated?
After your EEG, you should understand home care instructions (including medications and side effects), follow-up plans, and symptoms to report to your healthcare provider.  ",95819,Complex,Office,Clinic,Brain,,
M,EK003,Electromyogram - EMG,"An electromyogram is a recording of a muscle�s electrical activity that is used to evaluate the muscle and nerves that control it.  It is also known as an EMG and is frequently done with nerve conduction studies.
> During an EMG, very thin needles with electrodes are inserted into the muscle being tested.  These needles measure the electrical activity in the muscle and transmit the information to a computer.  The waveforms can be seen on a monitor or heard through computer speakers.  
> A complete EMG includes the test, the doctor's interpretation, and the written report.","What should I ask my healthcare provider before having this test?
> Before your test, make a list of your questions, concerns, symptoms and medications (including over-the-counter); verify which medications you should take the day of the test. 
> Is there any other special preparation for the test?  (If so, get clear instructions on what you need to do.)  
> What is the reason for the test?  Are the test results likely to change my treatment plan, and if not, do I need the test?
> What conditions or circumstances can alter the test results?  Under what circumstances will I need to have the test repeated?
After your EMG, you should understand home care instructions (including medications and side effects), follow-up plans, and symptoms to report to your healthcare provider.
",95861,Complex,Office,Clinic,Nerves and Nervous System,,
M,ER004,Emergency Room Visit,"An Emergency Room or Emergency Department visit includes the evaluation and management of your symptoms in an Emergency Room setting.
> The Emergency Room is a place you can go 24 hours a day, when you believe you have a medical emergency. It is not for routine medical care, which is best provided at your primary care provider's office.  ","If you decide to go to the Emergency Room (ER), it may be helpful if you bring your medical history (including past illnesses, surgeries, and hospitalizations), primary healthcare provider's name and number, allergies, immunizations, and medications (including over-the-counter medications). Also bring a list of your questions, symptoms, or concerns.
> When you see the ER healthcare provider, ask what might be causing your symptoms; when you might start to see improvement; what you could do to improve your symptoms; what the follow-up plans are, if any; and what symptoms you should return to the emergency room for.  
> After your ER visit, you should know your diagnosis, what tests you might need, the reason for those tests, and if the test results will change your treatment plan.  You should understand your treatment plan, any possible alternatives, and what medications are recommended (including possible side effects).  If surgery is recommended, ask why that recommendation was made.
> Get a written copy of the information you were given and ask that a copy be sent to your primary care provider (PCP).",99284,Simple,Outpatient,Hospital,Emergency Services,,
M,ER011,Urgent Care Visit,"An Urgent Care visit includes the evaluation and management of your symptoms in either an Urgent Care or Convenience Care Clinic setting. 
> This is a place to go when you have symptoms that have begun recently and need evaluation, but you are unable to get an appointment with your primary care physician (PCP). 
> It is not the place to get routine medical care, which is best provided at your primary care provider's office. It is also not a place to go when you have a serious, life threatening emergency (such as a possible heart attack, or stroke, or a major injury).  ","If you decide to go to the Urgent Care Clinic (UCC) or Convenience Care Clinic (CCC), it may be helpful if you bring your medical history (including past illnesses, surgeries, and hospitalizations), primary healthcare provider's name and number, allergies, immunizations, and medications (including over-the-counter medications). Also bring a list of your questions, symptoms, or concerns.
> When you see the healthcare provider at the clinic, ask what might be causing your symptoms; when you might start to see improvement; what you could do to improve your symptoms; what the follow-up plans are, if any; and what symptoms you should return to the clinic for.  
> After your clinic visit, you should know your diagnosis, what tests you might need, the reason for those tests, and if the test results will change your treatment plan.  You should understand your treatment plan, any possible alternatives, and what medications are recommended (including possible side effects).  If surgery is recommended, ask why that recommendation was made.
> Get a written copy of the information you were given and ask that a copy be sent to your primary care provider (PCP).",99213,Simple,Office,Urgent Care Facility,Emergency Services,,
M,FS001,Bunion Surgery,"A bunion is a bony growth at the base of the big toe.  It is also known as a hallux valgus.  Bunions can develop when the big toe is pushed into the toe beside it.  This causes the joint of the big toe to get larger and stick out the side of the foot.  A bunionectomy is  the removal of excessive bony tissue at the base of the big toe.  This gives the surgeon room to straighten the affected toe.  Wire, pins, or screws may be used to keep the toe straight. 
> A bunion may also develop at the base of the little toe.  This is referred to as a bunionette or a tailor's bunion.","If your healthcare provider recommends a bunionectomy, ask the following questions.  
> Why do you think I need a bunionectomy?  What do you expect will happen if I do not have a bunionectomy?
> What treatment options do you recommend?  What are the advantages and  risks to each treatment? 
> Are there any alternatives to surgery that can relieve my symptoms?
> Will I need surgery for the other foot? 
> How can I prevent future bunions?
> What are the possible complications, how will I feel after the surgery, and how will I have to modify my activity? 
> After surgery, what symptoms should I be concerned about?  What precautions do I need to take?
Prior to discharge, you should understand all home care instructions.  This includes symptoms to report before your next appointment, medications and their side effects, and follow-up plans.  Don�t forget to make arrangements for transportation to and from the facility and for help at home while you recover.",28296,Complex,Outpatient,Hospital,"Bones, Joints, Muscles and Spine",727.1,M20.10
M,GB001,Weight Loss Surgery - Gastric Bypass,"A gastric bypass is a weight loss surgery that uses staples to make a pouch out of the top part of the stomach.  A part of the small intestines is then connected to the pouch.  This results in food bypassing a large portion of the stomach and small intestines.  It is also known as a Roux-en-Y.
> The pouch is about the size of a walnut and will fill quickly, giving a feeling of fullness sooner.  This decreases the amount of food that a person can eat at one time.  
> Food will no longer go through certain parts of the stomach and small intestines.  Therefore, the body will not be able to absorb all the nutrients from food that is eaten.","Some benefit plans may provide coverage for weight loss surgery if you meet certain requirements and/or receive prior authorization. Please review your coverage documents and/or call the number on the back of your ID card for more information. The estimates shown apply when the service is determined to be a covered service, eligible for in-network reimbursement.

What should I ask my healthcare provider before having weight loss surgery?
> Are there any alternatives to weight loss surgery?  Which type of weight loss surgery is best for me?  Why are you recommending this particular weight loss surgery?  
> Do I need to fast before the surgery and, if so, for how long?  Is there any other special preparation for the surgery?  (If so, get clear instructions on what you need to do.)  What kind of sedation will I have? What are the possible side effects? Are there any alternative treatments to improve my symptoms?
> Ask about possible complications, how you will feel after the surgery, and how you will have to modify your lifestyle and diet. Don�t forget to make arrangements for transportation to and from the facility and help at home.
Make a list of your questions/concerns/symptoms and medications (including over-the-counter). > Verify which medications you should take before the surgery.  
After your surgery, you should know what you had done, what medication was given, and what symptoms you should report to your healthcare provider. You should also understand all home care instructions (including medications and side effects) and follow-up plans.  Your surgeon should also let your primary care physician know the details of your surgery and treatment plan.",43644,Complex,Inpatient,Hospital,"Stomach, Bowel and Rectal ",278.01,E66.01
M,GB002,Weight Loss Surgery - Laparoscopic Band,"A laparoscopic gastric banding is a weight loss surgery that uses small medical instruments and a camera to place an adjustable band around the top of the stomach.  The instruments are inserted into 3 or 4 small cuts in the abdomen. 
> The band creates a small pocket or pouch that holds food in the upper part of the stomach.  The pouch will fill quickly and give a feeling of fullness sooner than before.  This decreases the amount of food that can be eaten at one time.  
> The band can be adjusted by accessing a special port that will be placed under the skin on the abdomen.  The port is accessed using a small needle, which is used to instill or remove water from the band.  
> If water is instilled into the band, you will feel full quicker.  If water is removed from the band, usually due to vomiting or inability to eat, you will be able to eat more.","Some benefit plans may provide coverage for weight loss surgery if you meet certain requirements and/or receive prior authorization. Please review your coverage documents and/or call the number on the back of your ID card for more information. The estimates shown apply when the service is determined to be a covered service, eligible for in-network reimbursement.

What should I ask my healthcare provider before having weight loss surgery?
> Are there any alternatives to weight loss surgery?  Which type of weight loss surgery is best for me?  Why are you recommending this particular weight loss surgery?  
> Do I need to fast before the surgery and, if so, for how long?  Is there any other special preparation for the surgery?  (If so, get clear instructions on what you need to do.)  What kind of sedation will I have? What are the possible side effects? Are there any alternative treatments to improve my symptoms?
> Ask about possible complications, how you will feel after the surgery, and how you will have to modify your lifestyle and diet. Don�t forget to make arrangements for transportation to and from the facility and help at home.
Make a list of your questions/concerns/symptoms and medications (including over-the-counter). > Verify which medications you should take before the surgery.  
After your surgery, you should know what you had done, what medication was given, and what symptoms you should report to your healthcare provider. You should also understand all home care instructions (including medications and side effects) and follow-up plans. Your surgeon should also let your primary care physician know the details of your surgery and treatment plan.",43770,Complex,Inpatient,Hospital,"Stomach, Bowel and Rectal ",278.01,E66.01
M,GB003,Weight Loss Surgery - Gastric Sleeve,"A laparoscopic sleeve gastrectomy is a type of weight loss surgery that uses small medical instruments and a camera (laparoscopic surgery) to make the stomach smaller and limit the amount of food that can be eaten at one time. 
> The instruments are inserted into 3 or 4 small incisions in the abdomen.  A large part of the stomach is removed, making it tube-shaped and resistant to stretching.  
> The smaller stomach does not secrete as much of a hormone called ghrelin. This decreases the sensation of hunger.
A sleeve gastrectomy may also be done to help with weight loss before another, more extensive type of weight loss surgery usually called gastric bypass surgery.  ","What should I ask my healthcare provider before having weight loss surgery?
> Are there any alternatives to weight loss surgery?  What are the benefits and risks of each?
> How long should I try lifestyle changes or medication before considering weight-loss surgery?
> Which type of weight loss surgery is best for me?  Why are you recommending this particular weight loss surgery?  
> What is your experience in performing this type of surgery?
>How many of these procedures have you performed?  What is your complication rate?  How many of your patients who have had this surgery have maintained their weight loss after two years?  After five years?
>Is the facility at which you perform weight loss surgery designated as a Center of Excellence?  If so, what organization made that designation?  On what basis was that designation made?
> What are the benefits and risks of each weight loss surgery?
> What kind of sedation will I have? What are the possible side effects? 
> What are the possible complications, how will I feel after the surgery, and how will I have to modify my lifestyle and diet? 
> How long will it take me to recover? 
> What programs do you have to help me adjust to the surgery and achieve my weight loss goals?
Don�t forget to make arrangements for transportation to and from the facility.",43775,Complex,Inpatient,Hospital,"Stomach, Bowel and Rectal ",278.01,E66.01
M,GL001,Gallbladder Removal - Laparoscopic,"A laparoscopic gallbladder removal is a surgery that uses small medical instruments and a camera to remove the gallbladder.  The instruments are inserted into 3 or 4 small cuts in the abdomen.
> A special x-ray, called a cholangiogram, may be done to check the bile duct for stones.  These stones could cause symptoms in the future, even if the gallbladder has been removed.","What should I ask my healthcare provider before having a laparoscopic gallbladder removal?
> What is my diagnosis and reason for the surgery?  
> Do I need to fast before the surgery and, if so, for how long?  Is there any other special preparation for the surgery?  (If so, get clear instructions on what you need to do.)  What kind of sedation will I have? What are the possible side effects?
Make a list of your questions/concerns/symptoms and medications (including over-the-counter). Verify which medications you should take before the surgery.  
> Ask about possible complications, how you will feel after the surgery, and how you will have to modify your activity. Don�t forget to make arrangements for transportation to and from the facility and help at home.
After your surgery, you should know what you had done, what medication was given, and what symptoms you should report to your healthcare provider. You should also understand all home care instructions (including medications and side effects) and follow-up plans.",47562,Complex,Inpatient,Hospital,"Gallbladder, Liver and Pancreas",574,K80.00
M,GL002,Gallbladder Removal - Open,,,47600,Complex,Inpatient,Hospital,"Gallbladder, Liver and Pancreas",574,K80.00
M,GT001,Gout,"Gout is a form of arthritis that is usually caused by excessive uric acid in the blood (hyperuricemia), which leads to uric acid deposits in a joint or joints.  The uric acid deposits lead to recurring attacks of pain and inflammation, frequently in the joint at the base of the big toe.  These attacks can develop rapidly and often happen at night.  
> Although the exact cause of gout is not known, most cases are related to a decrease in the kidney's ability to eliminate the uric acid that the body normally produces.  
> Some other causes of gout include an increased production of uric acid in the body and the consumption of alcohol or foods high in purines (shellfish, organ meats, anchovies, sardines, bacon, veal, and venison).  Purines are a type of chemical found in all plants and animals.
> Some medications can increase the risk of gout.
> Before age 60, men develop gout more often than women.  However, after age 60, men and women are affected equally.  Gout is uncommon in children.","If you believe you may have gout, you should see your healthcare provider.
> Before your appointment, make a list of your medical history, including past illnesses, surgeries and hospitalizations; your medications (including over-the-counter); and any questions or concerns you want to discuss.
> During your appointment, ask about your overall health, what symptoms you might have, when you may start to see improvement; what the follow-up plans are, if any; and what symptoms you should report before your next appointment.
> After your appointment, you should know your diagnosis, what tests you might need, the reason for those tests, and if the test results will change your treatment plan.  You should also understand your treatment plan, any possible alternatives, and what medications are recommended (including possible side effects). 
> If your healthcare provider prescribes a medication for you, ask for a generic version.  If your doctor thinks that a generic version is not right for you, ask for a medication on the lowest available tier of your Prescription Drug List (PDL).",99213,Simple,Office,Clinic,"Bones, Joints, Muscles and Spine",274.9,M10.9
M,HB001,Heartburn,"Heartburn is a burning sensation in the middle of the chest that can move up into the throat.  It may be a symptom of gastroesophageal reflux disease (GERD), a common condition where stomach contents (food, liquid, stomach acid) back up into the esophagus (the tube that connects the mouth to the stomach).  This can cause irritation and damage to the lining of the esophagus.
> Normally a ring of muscle around the lower part of the esophagus stops the stomach contents from flowing back up into the esophagus (acid reflux).  
> Risk factors include having a hiatal hernia, being overweight, overeating, eating certain foods, taking certain medications, pregnancy, smoking and consuming alcohol.","You may have acid reflux if you have persistent heartburn or indigestion.  Make an appointment with your healthcare provider to discuss your symptoms.  
> Before your appointment, make a list of your medical history, including past illnesses, surgeries and hospitalizations; your medications (including over-the-counter); and any questions or concerns you want to discuss.
> During your appointment, ask about your overall health, what symptoms you might have, when you may start to see improvement; what the follow-up plans are, if any; and what symptoms you should report before your next appointment.
> After your appointment, you should know your diagnosis, what tests you might need, the reason for those tests, and if the test results will change your treatment plan.  You should also understand your treatment plan, any possible alternatives, and what medications are recommended (including possible side effects). 
> If you persistent heartburn or indigestion, your healthcare provider may recommend a procedure in which they look into your esophagus and stomach (known as an Upper GI) or surgery.  If either is recommended ask why you need it, what the possible risks and complications are, and what alternatives there might be.",99213,Simple,Office,Clinic,"Stomach, Bowel and Rectal ",787.1,R12
M,HC001,High Cholesterol,"Cholesterol is a fat (lipid) that is found in the blood; there is bad cholesterol (LDL) and there is good cholesterol (HDL).  
> When people have too much bad cholesterol in their blood, it can narrow their arteries and cause problems with circulation.  
> It may also be called hyperlipidemia, hypercholesterolemia, or dyslipidemia","Be an active participant in your healthcare by having preventive care visits with your healthcare provider. 
> Before your appointment, make a list of your medical history, including past illnesses, surgeries and hospitalizations; your medications (including over-the-counter); and any questions or concerns you want to discuss.
> During your appointment, ask about your overall health, what symptoms you might have, when you may start to see improvement; what the follow-up plans are, if any; and what symptoms you should report before your next appointment.
> After your appointment, you should know your diagnosis, what tests you might need, the reason for those tests, and if the test results will change your treatment plan.  You should also understand your treatment plan, any possible alternatives, and what medications are recommended (including possible side effects).
>If your healthcare provider prescribes a cholesterol-lowering drug, ask for a generic drug. If your doctor says that he prefers a brand name cholesterol-lowering drug, ask why a generic medication is not right for you.",99213,Simple,Office,Clinic,Heart and Circulation,272,E78.0
M,HI001,Hives,"Hives (itchy, red welts) usually occur when the body comes into contact with something that causes the immune system to react in various ways.  The hives may be on one small section of the body or spread over the entire body.  Hives typically blanch, or turn white, when you push down on the center of them.  The cause of many cases of hives is not known, but some common causes of hives due to an allergy include:
> pollen
> medications (penicillin, sulfa)
> insect bites and stings (bees, mosquitoes)
> foods (shellfish, milk, eggs, peanuts)
> animals (cats, dogs)
> cosmetics and cleaning agents (soap, laundry detergent)
Some causes of hives that are not due to an allergy include:
> stress or extreme emotions
> extreme weather (hot or cold)
> excessive sweating
> illness (autoimmune diseases and leukemia)
< infections (such mononucleosis)
It can be very difficult, even for a trained healthcare provider, to decide whether hives are due to an allergy, infection, or other cause.
","Before seeing a healthcare provider for hives, make a list of items you�ve come in contact with in the days before you noticed them.  This will help identify potential causes.  
> Before your appointment, make a list of your medical history, including past illnesses, surgeries and hospitalizations; your medications (including over-the-counter); and any questions or concerns you want to discuss.
> During your appointment, ask about your overall health, what symptoms you might have, when you may start to see improvement; what the follow-up plans are, if any; and what symptoms you should report before your next appointment.
> After your appointment, you should know your diagnosis and understand your treatment plan, including possible alternatives.  You should also know what medications were recommended, including possible side effects and precautions.
",99213,Simple,Office,Clinic,Skin and Nail,708.9,L50.9
M,HL001,Head Lice,"Head lice, or pediculosis capitus, is the presence of tiny insects (lice) on the skin covering the head (scalp) and in the hair.  Sometimes the lice can be found in the eyebrows or eyelashes, too.  
> The eggs of head lice are small white specks that look like dandruff, but stick to the hair and do not flake off like dandruff does. 
 > The presence of head lice does not mean someone has poor hygiene.  In addition, it can affect all levels of society.
","While head lice can go away with self-care, there may be times you need to see a healthcare provider for stronger treatment.  Be prepared to discuss your symptoms and how long you�ve had them. 
> Before your appointment, make a list of your medical history, including past illnesses, surgeries and hospitalizations; your medications (including over-the-counter); and any questions or concerns you want to discuss.
> During your appointment, ask about your overall health, what symptoms you might have, when you may start to see improvement; what the follow-up plans are, if any; and what symptoms you should report before your next appointment.
> After your appointment, you should know your diagnosis and understand your treatment plan, including possible alternatives.  You should also know what medications were recommended, including possible side effects and precautions.
",99213,Simple,Office,Clinic,Skin and Nail,132,B85.0
M,HP001,High Blood Pressure - Hypertension,"High blood pressure occurs when the blood places excessive force on the wall of the arteries. When you get your numbers, use this as a guide: the top number indicates the pressure when the heart is contracting (known as systolic) and the bottom number indicates the pressure when the heart is relaxed (known as diastolic). 
> High blood pressure is when your blood pressure is above 140/90 most of the time. 
> If you have diabetes, your blood pressure is too high when it is above 130/80.
> Pre-hypertension is when your blood pressure is above 120/80, but lower than 140/90.","If you believe you have high blood pressure, you should see your healthcare provider.
> Before your appointment, make a list of your medical history, including past illnesses, surgeries and hospitalizations; your medications (including over-the-counter); and any questions or concerns you want to discuss.
> During your appointment, ask about your overall health, what symptoms you might have, when you may start to see improvement; what the follow-up plans are, if any; and what symptoms you should report before your next appointment.
> After your appointment, you should know your diagnosis, what tests you might need, the reason for those tests, and if the test results will change your treatment plan.  You should also understand your treatment plan, any possible alternatives, and what medications are recommended (including possible side effects). 
> If your doctor prescribes medication to lower your blood pressure, ask for a generic drug. If your doctor tells you that you need a brand name blood pressure-lowering drug, ask why a generic drug cannot be used instead.",99213,Simple,Office,Clinic,Heart and Circulation,401.9,I10
M,HR001,Hernia Repair in Groin - Laparoscopic,"A laparoscopic inguinal hernia repair is a surgery that uses small medical instruments and a camera to evaluate and repair a bulging in the groin area.  The instruments are inserted into 3 or 4 small cuts in the lower abdomen.
> A hernia is when tissue bulges through a weak area in the abdomen or groin.  Sometimes, the intestines can protrude through the weak area and become trapped (unable to return to its normal place). This is known as an incarcerated or strangulated hernia and requires immediate surgery.
> During an inguinal hernia repair, the bulging tissue is pushed back through the weak area.  The weakened area is then made stronger with stitches and/or a mesh lining that is placed in the hernia area.","What should I ask my healthcare provider before having a laparoscopic inguinal hernia repair?
> What is my diagnosis and reason for the surgery?  
> Do I need to fast before the surgery and, if so, for how long?  Is there any other special preparation for the surgery?  (If so, get clear instructions on what you need to do.)  
> What kind of sedation or anesthesia will be used? What are the possible side effects?
Make a list of your questions/concerns/symptoms and medications (including over-the-counter). Verify which medications you should take before the surgery.  
> Ask about possible complications, how you will feel after the surgery, and how you will have to modify your activity. Don�t forget to make arrangements for transportation to and from the facility and help at home.
After your surgery, you should know what you had done, what medication was given, and what symptoms you should report to your healthcare provider. You should also understand all home care instructions (including medications and side effects) and follow-up plans.",49650,Complex,Outpatient,Hospital,"Stomach, Bowel and Rectal ",550.9,K40.90
M,HR002,Hernia Repair in Groin - Incision,"An open inguinal hernia repair is when a surgeon makes an incision to evaluate and repair a bulging in the groin area (inguinal hernia).  
> A hernia is when tissue bulges through a weak area in the abdomen or groin.  Sometimes, the intestines can protrude through the weak area and become trapped (unable to return to its normal place). This is known as an incarcerated or strangulated hernia and requires immediate surgery.
> During an inguinal hernia repair, the bulging tissue is pushed back through the weak area.  The weakened area is then made stronger with stitches and/or a mesh lining that is placed in the hernia area.","What should I ask my healthcare provider before having an open inguinal hernia repair? 
> What is my diagnosis and reason for the surgery?  
> Do I need to fast before the surgery and, if so, for how long?  Is there any other special preparation for the surgery?  (If so, get clear instructions on what you need to do.)  
> What kind of sedation or anesthesia will be used? What are the possible side effects?
Make a list of your questions/concerns/symptoms and medications (including over-the-counter). Verify which medications you should take before the surgery.  
> Ask about possible complications, how you will feel after the surgery, and how you will have to modify your activity. Don�t forget to make arrangements for transportation to and from the facility and help at home.
After your surgery, you should know what you had done, what medication was given, and what symptoms you should report to your healthcare provider. You should also understand all home care instructions (including medications and side effects) and follow-up plans.",49505,Complex,Outpatient,Hospital,"Stomach, Bowel and Rectal ",550.9,K40.90
M,HR003,Upper Intestine Removal - Laparoscopic,"A laparoscopic resection of the small bowel is a surgery that uses small medical instruments and a camera to remove a section of the small bowel.  The instruments are inserted into 3 or 4 small cuts in the abdomen.  It is also known as a laparoscopic resection of the small intestine.  
> The main function of the small intestines is to break down and absorb nutrients.  
> Occasionally, parts of the small intestines become blocked or unhealthy (e.g., inflamed or infected).  A small bowel resection is done to remove the unhealthy part of the bowel and sew the two healthy ends together.  
> Rarely, there is no healthy tissue to sew together.  In those cases, the loose end of the bowel is brought out of the body through a hole made in the abdomen (a stoma).  Stomas can be temporary, to allow the affected part of the bowel time to heal, or they can be permanent.","What should I ask my healthcare provider before having a small intestine resection?
> What is my diagnosis and reason for the surgery?  Are there any alternatives to surgery?
> How much of my small intestines do you think you will be removing?  Will I need to have a �bag� after surgery?
> Do I need to fast before the surgery and, if so, for how long?  Is there any other special preparation for the surgery?  (If so, get clear instructions on what you need to do.)  What kind of sedation will I have? What are the possible side effects?
Make a list of your questions/concerns/symptoms and medications (including over-the-counter). Verify which medications you should take before the surgery.  
> Ask about possible complications, how you will feel after the surgery, and how you will have to modify your activity. Don�t forget to make arrangements for transportation to and from the facility and help at home.
After your surgery, you should know what you had done, what medication was given, and what symptoms you should report to your healthcare provider. You should also understand all home care instructions (including medications and side effects) and follow-up plans.",44202,Complex,Inpatient,Hospital,"Stomach, Bowel and Rectal ",555.9,K50.90 
M,HR004,Hiatal Hernia Repair,"The esophagus is a tube that carries food from the mouth to the stomach.  The diaphragm is the muscle that separates the chest from the abdomen.  The esophagus goes through the diaphragm through a small opening called the hiatus.  Hiatal hernias can occur when the muscle that supports the hiatus has a weakness that allows a part of the stomach to protrude up through the hiatus.  There are two types of hiatal hernias.  One is the sliding hiatal hernia, which often goes undetected or remains uncomplicated. The other is the paraesophageal hernia, which is an excessively large hiatal hernia.  A paraesophageal hernia is less common, but more likely to lead to complications.  
> Occasionally, parts of the stomach can protrude up through the hiatus and become trapped or unable to return to its normal place.  This is known as an incarcerated hernia.  When the blood supply to the part of the stomach that is incarcerated is affected, the condition is called a strangulated hernia.  A strangulated hernia is a medical emergency that requires immediate surgery.

One of the  surgical procedures used to repair a hiatal hernia is called a Nissen fundoplication.  During this surgery, the stomach is put back into its natural place and the weakness in the hiatus is repaired with sutures.  To reduce acid reflux (backflow of acid into the esophagus), the upper part of the stomach is wrapped around the base of the esophagus.
> A Nissen fundoplication can be done through an incision in the abdomen or chest, or through a laparoscope. A laparoscope is a thin, flexible tube with a camera and light on the end.  When a laparoscope is used, the procedure is called minimally invasive surgery.  The method is determined by the size of the hernia and surgeon�s preference and experience. ","What should I ask my healthcare provider before having a hernia repair? 
> What do you think caused my hernia and how severe is it? 
> Do I need any special tests?  What are the benefits and risks of having the tests?  
> Will the tests change your treatment recommendations?  If not, is there a need for them? 
> What are my treatment options?  What are the benefits and risks of each treatment option?  
> Besides surgery, are there less invasive treatment options for me? 
> What minimally invasive procedures are available to treat my hiatal hernia?  How many of these procedures have you done?  What have the results been?
> Of the patients you have treated with either open surgery or minimally invasive surgery, how many of your patients have had their symptoms recur?
> Is there any other special preparation for the surgery?  (If so, get clear instructions on what you need to do.)  
> What kind of sedation or anesthesia will be used?  What are the possible side effects?
> What are the possible complications to this surgery, how will I feel after the surgery, and will I have to modify my activities?
After your surgery, you should know what you had done, what medication was given, and what symptoms you should report to your healthcare provider.  You should also understand all home care instructions (including medications and side effects) and follow-up plans.",43281,Complex,Outpatient,Hospital,"Stomach, Bowel and Rectal ",553.3,K44.9
M,HR005,Hemorrhoid Surgery,"Hemorrhoids are swollen, frequently painful and inflamed, veins in the anus or rectum.  If severe and untreated, they can lead to a blood clot in the vein, rectal ulcers, infection, severe pain, and the inability to control urination or bowel movements.  When the blood supply to a hemorrhoid is affected, it needs to be surgically removed because it can cause death of tissue (gangrene).
> Internal hemorrhoids develop in the lower rectum just above the anus. If an internal hemorrhoid protrudes through the anal opening, it's called a prolapsed hemorrhoid.  
> External hemorrhoids develop just outside the anus. 
A hemorrhoidectomy is the surgical removal of a hemorrhoid.  This can be done with a scalpel, scissors, electrical current, ultrasonic shears, laser, or a combination of techniques.  ","If your healthcare provider recommends a hemorrhoidectomy, ask the following questions.  
> What caused my hemorrhoids? 
> What treatment options do you recommend?  What are the risks to each treatment? 
> Can my hemorrhoids be treated by less invasive methods than surgery?
>What are the risks, if any, if I decide not to have surgery?
> How likely is it that my  hemorrhoids will recur? What has your experience been with other patients like me on whom you have done surgery for hemorrhoids?
> How can I prevent future hemorrhoids?
> What are the possible complications to this surgery?
> How will I feel after the surgery?  Will I have to modify my activity? 
> After surgery, what symptoms should I be concerned about?  What precautions do I need to take?
Prior to discharge, you should understand all home care instructions.  This includes symptoms to report before your next appointment, medications and their side effects, and follow-up plans.  Don�t forget to make arrangements for transportation to and from the facility and for help at home while you recover.",46221,Complex,Outpatient,Hospital,"Stomach, Bowel and Rectal ",455.6,K64.9
